1	1	9.39787e-16
1	2	1.03867e-15
1	3	1.24166e-15
1	4	1.58151e-15
1	5	2.11262e-15
1	6	2.92332e-15
1	7	4.15446e-15
1	8	6.02826e-15
1	9	8.89409e-15
1	10	1.33009e-14
1	11	2.01121e-14
1	12	3.0687e-14
1	13	4.71687e-14
1	14	7.29388e-14
1	15	1.13338e-13
1	16	1.76809e-13
1	17	2.76698e-13
1	18	4.34126e-13
1	19	6.82517e-13
1	20	1.07479e-12
1	21	1.69472e-12
1	22	2.67502e-12
1	23	4.22589e-12
1	24	6.68032e-12
1	25	1.05659e-11
1	26	1.67185e-11
1	27	2.64627e-11
1	28	4.18973e-11
1	29	6.63483e-11
1	30	1.05087e-10
1	31	1.66465e-10
1	32	2.63721e-10
1	33	4.17833e-10
1	34	6.62048e-10
1	35	1.04906e-09
1	36	1.66238e-09
1	37	2.63435e-09
1	38	4.17472e-09
1	39	6.61595e-09
1	40	1.04849e-08
1	41	1.66166e-08
2	1	1.03867e-15
2	2	1.05446e-15
2	3	1.1654e-15
2	4	1.39316e-15
2	5	1.77449e-15
2	6	2.3704e-15
2	7	3.28002e-15
2	8	4.66138e-15
2	9	6.76382e-15
2	10	9.97933e-15
2	11	1.49239e-14
2	12	2.25661e-14
2	13	3.44314e-14
2	14	5.29241e-14
2	15	8.18387e-14
2	16	1.27168e-13
2	17	1.98382e-13
2	18	3.10461e-13
2	19	4.87098e-13
2	20	7.65797e-13
2	21	1.20593e-12
2	22	1.90151e-12
2	23	3.00142e-12
2	24	4.74152e-12
2	25	7.49544e-12
2	26	1.18551e-11
2	27	1.87584e-11
2	28	2.96916e-11
2	29	4.70095e-11
2	30	7.44441e-11
2	31	1.17909e-10
2	32	1.86777e-10
2	33	2.95899e-10
2	34	4.68816e-10
2	35	7.42831e-10
2	36	1.17706e-09
2	37	1.86522e-09
2	38	2.95578e-09
2	39	4.68412e-09
2	40	7.42322e-09
2	41	1.17642e-08
3	1	1.24166e-15
3	2	1.1654e-15
3	3	1.18312e-15
3	4	1.3076e-15
3	5	1.56315e-15
3	6	1.99101e-15
3	7	2.65963e-15
3	8	3.68025e-15
3	9	5.23016e-15
3	10	7.58913e-15
3	11	1.1197e-14
3	12	1.67448e-14
3	13	2.53196e-14
3	14	3.86327e-14
3	15	5.93819e-14
3	16	9.18245e-14
3	17	1.42685e-13
3	18	2.22589e-13
3	19	3.48342e-13
3	20	5.46533e-13
3	21	8.59238e-13
3	22	1.35307e-12
3	23	2.13352e-12
3	24	3.36765e-12
3	25	5.32008e-12
3	26	8.41002e-12
3	27	1.33017e-11
3	28	2.10473e-11
3	29	3.33145e-11
3	30	5.27456e-11
3	31	8.35276e-11
3	32	1.32296e-10
3	33	2.09567e-10
3	34	3.32005e-10
3	35	5.2602e-10
3	36	8.3347e-10
3	37	1.32069e-09
3	38	2.09281e-09
3	39	3.31644e-09
3	40	5.25567e-09
3	41	8.32899e-09
4	1	1.58151e-15
4	2	1.39316e-15
4	3	1.3076e-15
4	4	1.32748e-15
