output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.677646212691201,18011.555851943,1.23199999999998
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
3.21555098064305e-25,0,0
3.21555098064305e-25,0,0
5.00683283583417e-25,1.17447845546691e-32,1.72472378766698e-32
7.79598121656092e-25,4.53641715734323e-26,6.68525453524216e-26
1.21388760363606e-24,2.9177948290455e-20,4.34008205057342e-20
1.89010603454392e-24,3.82204741855094e-15,5.76553721335297e-15
2.94302438802271e-24,1.21280138930875e-10,1.86246415957323e-10
4.58249028900984e-24,1.08257363318623e-06,1.69741149359702e-06
7.13525084410802e-24,0.00309175668001466,0.00496012830828722
1.1110073649353e-23,3.15603660450788,5.18784185304422
1.72991446538945e-23,1266.56779007899,2134.63119577973
2.69359515698436e-23,216862.842706122,374743.620192577
4.19411191413801e-23,16995210.0576633,30092982.705998
6.53051914750549e-23,648110473.611834,1174515319.32882
1.01684650312201e-22,12749128353.1237,23605019645.3859
1.58329956249559e-22,138970590752.164,262289302156.38
2.46530572402229e-22,936668854381.105,1797158742250.73
3.83864965093363e-22,4495855229805.96,8741076989339.88
5.9770400883877e-22,17149110429611.7,33664044177295.8
9.30666027557493e-22,54767330087777.8,108107554812813
1.44911066688744e-21,150633374624186,297665044160324
2.25636443440204e-21,364837539714508,718246606754003
3.51331377041744e-21,792869218290770,1.54698568941876e+15
5.47046986790319e-21,1.57121699025958e+15,3.02171694380071e+15
8.51789579046938e-21,2.87808007339633e+15,5.42519553123174e+15
1.32629464103247e-20,4.92462625263694e+15,9.0488605211222e+15
2.06513148094585e-20,7.92372359229593e+15,1.41226256658089e+16
3.21555098064306e-20,1.20073855276725e+16,2.06836308911143e+16
5.00683283583419e-20,1.7048873159635e+16,2.83532649116178e+16
7.79598121656094e-20,2.23655251961071e+16,3.6038601534392e+16
1.21388760363606e-19,2.64216673200163e+16,4.17401166201767e+16
1.89010603454393e-19,2.6997381213638e+16,4.29360335040258e+16
2.94302438802271e-19,2.2522606330077e+16,3.80463739984445e+16
4.58249028900985e-19,1.42214250389792e+16,2.83659048951436e+16
7.13525084410804e-19,6.20630272025538e+15,1.79644667880564e+16
1.1110073649353e-18,1.69859335101916e+15,1.03775075254624e+16
1.72991446538946e-18,268481261143074,6.06736853943105e+15
2.69359515698436e-18,25457195880159.6,3.75747119893516e+15
4.19411191413802e-18,3377193957450.04,2.42399070323713e+15
6.5305191475055e-18,1633519483200.21,1.59755081184229e+15
1.01684650312201e-17,1075733872681.86,1.06608867324751e+15
1.5832995624956e-17,723510639543.016,717265167438404
2.4653057240223e-17,489525746121.335,485313686994250
3.83864965093364e-17,332488068308.188,329628704729533
5.97704008838771e-17,226275971984.972,224329439944543
9.30666027557496e-17,153967115868.652,152642358987196
1.44911066688744e-16,104558510566.836,103658710026101
2.25636443440204e-16,70916422280.3492,70304962823826.6
3.51331377041745e-16,48356388196.9773,47936493231341.6
5.47046986790321e-16,33624262198.4603,33327825342701.6
8.5178957904694e-16,24262220054.2583,24043560730667.9
1.32629464103247e-15,18342563126.9316,18173589814641.7
2.06513148094585e-15,14422294945.6564,14287622290989.8
3.21555098064307e-15,11525755775.5498,11418132598052.7
5.0068328358342e-15,9072436014.70173,8989086989959.72
7.79598121656096e-15,6786493497.57834,6726318668582.11
1.21388760363606e-14,4631885644.48973,4593209243538.46
1.89010603454393e-14,2750918697.82979,2730002465293.6
2.94302438802272e-14,1346224061.72472,1337342583316.19
4.58249028900986e-14,511604019.625662,508881631892.677
7.13525084410805e-14,142495406.179042,141953803169.439
1.1110073649353e-13,27763685.5605983,27705053196.5241
1.72991446538946e-13,3694762.67401615,3693365715.65395
2.69359515698437e-13,337857.395547023,338285417.950198
4.19411191413803e-13,21877.8882577281,21938038.0205717
6.53051914750552e-13,1040.06664170473,1044313.07269579
1.01684650312201e-12,37.3167321147241,37515.0659176633
1.5832995624956e-12,1.02915018273792,1035.81688096053
2.4653057240223e-12,0.0221069136742455,22.2746465609377
3.83864965093365e-12,0.00037385184966354,0.377086422134785
5.97704008838773e-12,5.02266349357631e-06,0.00507127387494355
9.30666027557498e-12,5.40279594152472e-08,5.4604496060572e-05
1.44911066688745e-11,4.68467838094518e-10,4.73918438443359e-07
2.25636443440205e-11,3.29349564255544e-12,3.33490635178221e-09
3.51331377041745e-11,1.88695414205295e-14,1.91240876681271e-11
5.47046986790322e-11,8.84959718066054e-17,8.97691249224126e-14
8.51789579046943e-11,3.41063472369293e-19,3.46270180597583e-16
1.32629464103247e-10,1.08388411054753e-21,1.10136757194643e-18
2.06513148094586e-10,0,0
3.21555098064308e-10,0,0
