output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.379929343819369,56087.2859647284,3.42699999999973
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,0,0
2.894780502167e-28,0,0
4.63123982773747e-28,0,-7.18151277097219e-314
7.40932942099265e-28,0,1.43630264856098e-313
1.18538802806088e-27,0,4.30890818728103e-313
1.89645337280983e-27,3.87375034198794e-276,1.40819981519967e-272
3.03405746481612e-27,5.88039557619829e-234,1.9129530891652e-230
4.85406329087193e-27,9.30665191330284e-198,2.18060758293409e-194
7.76581548142113e-27,1.2231843433989e-166,1.49501579630192e-163
1.24242076128033e-26,6.24283653737193e-140,3.32234099211357e-137
1.98769768835393e-26,4.32633875756484e-117,1.01071120727808e-114
3.18003547865385e-26,1.29179981929518e-97,1.44790979472722e-95
5.08760748918098e-26,4.79470050344783e-81,2.8619072262049e-79
8.13945320349928e-26,5.87982703373989e-67,2.06102710912959e-65
1.30219751804438e-25,5.89537215710333e-55,1.32202138135901e-53
2.08333205389267e-25,1.04615352457409e-44,1.61433239259255e-43
3.33303695225498e-25,6.03822801336195e-36,6.81673302233104e-35
5.33238823083433e-25,1.86785991818517e-28,1.62352001105051e-27
8.53106780742502e-25,4.73260534801746e-22,3.30421607667452e-21
1.36485032192595e-24,1.41058771117646e-16,8.19336232459146e-16
2.18356768849036e-24,6.74205046860602e-12,3.35384901094122e-11
3.49339980628135e-24,6.73693706643336e-08,2.9396980637284e-07
5.58894614114933e-24,0.000176602289456917,0.000689448671225666
8.94152421732638e-24,0.147484431134366,0.523575243819775
1.43051754856583e-23,46.3316293782293,151.578104232667
2.28862597362253e-23,6311.45791800506,19237.7246884963
3.66147821981691e-23,421043.639380754,1206313.04719921
5.85784785662176e-23,15264256.5770363,41399707.9366766
9.37172897154197e-23,328754976.30438,848795079.829868
1.49934423129061e-22,4540000841.24529,11205673835.6563
2.39873894212133e-22,42916209409.8041,101574233156.774
3.83764341261142e-22,293709156886.03,667917255539.128
6.13968727640513e-22,1527022401313.91,3339842752485.35
9.82263222481112e-22,6285953459060.07,13223735788988.4
1.57148238143475e-21,21230695066780.1,42922749604603.5
2.51414979064568e-21,60668945675634.6,117676507785749
4.02228446496024e-21,150620812904760,279575906619691
6.43508687400263e-21,332344595024354,588352447031359
1.02952298467956e-20,664318539473258,1.11712916073878e+15
1.64709132407445e-20,1.22146788290636e+15,1.94244043936173e+15
2.63511341680799e-20,2.08824253708841e+15,3.1267761887506e+15
4.21580917703118e-20,3.33631173962972e+15,4.68834533421811e+15
6.74469907206858e-20,4.96887627325023e+15,6.54970050552183e+15
1.07905656215678e-19,6.81219382394261e+15,8.46387245366281e+15
1.72633804991466e-19,8.37600983618396e+15,9.95327234107508e+15
2.76189698214369e-19,8.84389005176328e+15,1.03765170222061e+16
4.41864496953624e-19,7.51897365584283e+15,9.28178873778377e+15
7.06920768335599e-19,4.72146484192057e+15,6.94284813240318e+15
1.13097335529232e-18,1.97311648117488e+15,4.39313115973898e+15
1.80939758410654e-18,491604285925795,2.54331338470878e+15
2.89478050216699e-18,66541468427575.5,1.49572323368142e+15
4.63123982773746e-18,4843525368456.17,928196907642712
7.40932942099263e-18,352058887265.666,597662580536513
1.18538802806088e-17,128321921106.446,392732612265850
1.89645337280982e-17,83306566392.1531,261284360642809
3.03405746481612e-17,55864541730.1449,175293549116078
4.85406329087192e-17,37709007196.7214,118326623631227
7.76581548142111e-17,25576555729.4794,80257054773250.6
1.24242076128033e-16,17415746099.8041,54649449504728.7
1.98769768835393e-16,11896394879.9886,37330247043492.2
3.18003547865384e-16,8143680096.7839,25554508483693.4
5.08760748918097e-16,5577231935.85808,17501152207238.9
8.13945320349926e-16,3811694987.4194,11960989438047.2
1.30219751804438e-15,2593569686.92335,8138565001302.42
2.08333205389266e-15,1757951443.2019,5516421188678.88
3.33303695225497e-15,1195823199.38123,3752470974857.87
5.33238823083432e-15,829633691.981097,2603366488924.56
8.531067807425e-15,598840897.115633,1879134069987.23
1.36485032192594e-14,455142385.662608,1428205387215.39
2.18356768849036e-14,362591843.33612,1137782656313.21
3.49339980628134e-14,297157848.37551,932455250077.216
5.58894614114931e-14,244165224.661413,766171871862.841
8.94152421732636e-14,195313992.256423,612886284689.689
1.43051754856583e-13,146954269.216477,461143523293.574
2.28862597362253e-13,99687926.8378641,312829645332.283
3.66147821981691e-13,57859471.057492,181575074816.868
5.85784785662174e-13,27002961.8087418,84745244774.5074
9.37172897154195e-13,9471451.26595857,29726821110.4809
1.49934423129061e-12,2343000.38680456,7354229652.31795
2.39873894212133e-12,390499.643074326,1225803785.73334
3.83764341261142e-12,43225.5160244153,135698625.155948
6.13968727640512e-12,3241.00169210312,10175280.4076848
9.8226322248111e-12,170.994559576477,536880.543435502
1.57148238143475e-11,6.57674383205555,20650.5579624046
2.51414979064568e-11,0.18903991060072,593.605596758883
4.02228446496023e-11,0.00413228972105713,12.9764969112288
6.43508687400262e-11,6.96391050786502e-05,0.218696063432533
1.02952298467956e-10,9.15116620997992e-07,0.00287398399554534
1.64709132407444e-10,9.46781347668323e-09,2.97356129206098e-05
2.63511341680799e-10,7.7759470529143e-11,2.44230049004753e-07
4.21580917703117e-10,5.10575870999194e-13,1.60370354946657e-09
6.74469907206856e-10,2.69660548831883e-15,8.47029829907312e-12
1.07905656215678e-09,1.1516257663472e-17,3.61750974191e-14
1.72633804991466e-09,3.99506300526891e-20,1.25498528193398e-16
2.76189698214368e-09,1.13025426971499e-22,3.55064693752604e-19
4.41864496953623e-09,2.61679537300116e-25,8.22085797219307e-22
7.06920768335598e-09,0,0
1.13097335529232e-08,0,0
