output1,output2,output3,output4,output5,output6,output7,output8
1.21649316525184e-23,13924366.3568497,6.72544934723821e+20,5.74751838785977e-24,29782110214421.3,30359457321401.4,4.49647202090385e-07,2.62483012210108e-38
1.73049718722535e-23,55525.4470713834,4.70751504295436e+20,8.1760133865267e-24,20846150882501.4,21281842222695.7,5.66072289053733e-07,1.82697266280035e-43
2.46168297573204e-23,158.302897144559,2.92120611952811e+20,1.1630618709783e-23,12935891435484.8,13243870788776.4,7.12642789602238e-07,6.82693750297599e-49
3.50181619348672e-23,0.325383652608364,1.54392356826237e+20,1.65448960486377e-23,6836911483313.81,7030077425866.52,8.97164117362141e-07,1.38993668467047e-54
4.98143618567262e-23,0.000485779061555485,6.64432550675318e+19,2.35355996177554e-23,2942287188939.13,3044198862083.23,1.12946270589708e-06,1.56093706537427e-60
7.08623899737605e-23,5.30268921268341e-07,2.2197819712691e+19,3.34800803667122e-23,982979543922.836,1025871729996.37,1.42190930212764e-06,9.76973341556095e-67
1.00803826961306e-22,4.25738606291072e-10,5.4996922078529e+18,4.76263957394941e-23,243541258022.762,257228033817.093,1.790077753715e-06,3.43776448456461e-73
1.43396398763965e-22,2.52748643523991e-13,9.74667452859824e+17,6.7749944035085e-23,43160913129.7173,46328014950.5739,2.25357437323923e-06,6.8515536577172e-80
2.03985580689977e-22,1.11483023534687e-16,1.2148277437441e+17,9.63762813769017e-23,5379586089.74402,5894484505.46824,2.83708204583898e-06,7.78366049433425e-87
2.90175468059827e-22,3.66919204506702e-20,1.07461390270416e+16,1.37098085383357e-22,475868124.728193,534032005.439946,3.57167468285167e-06,5.068104692071e-94
4.12783109369442e-22,9.04601570559086e-24,695942122001377,1.95026045280545e-22,30818201.0006366,35448007.9353796,4.49647202090385e-06,1.90041733715185e-101
5.87196073189669e-22,1.67644264288012e-27,34233330056743.8,2.77430266304701e-22,1515944.52075395,1784615.7695449,5.66072289053733e-06,4.12109690488078e-109
8.35303626875804e-22,2.34281182842857e-31,1314973302408.51,3.94652686266489e-22,58230.5773180608,70040.1229823973,7.12642789602238e-06,5.18732205396238e-117
1.18824389489148e-21,2.47597105911901e-35,40117863081.2079,5.61405014859825e-22,1776.52757185782,2181.24550966005,8.97164117362141e-06,3.80249670093488e-125
1.69031177205315e-21,1.98398468140587e-39,983003212.422553,7.98615090375791e-22,43.5300431271349,54.5402413997844,1.12946270589708e-05,1.62796935262908e-133
2.40451804467501e-21,1.20819247714353e-43,19515730.2547351,1.13605337625133e-21,0.864209362604786,1.10479575697866,1.42190930212764e-05,8.71491071178915e-138
3.42049740335473e-21,5.60358168205512e-48,316318.968616147,1.61606922940154e-21,0.0140074601708146,0.0182684174347347,1.790077753715e-05,1.67380937192671e-146
4.86575782297269e-21,1.98321464635402e-52,4214.023951959,2.29890585144541e-21,0.00018660838748989,0.000248244961848878,2.25357437323923e-05,1.88935602950359e-155
6.92168313549941e-21,5.36556515179171e-57,46.4197999631944,3.27026096262413e-21,2.05559439563889e-06,2.78874627614869e-06,2.83708204583898e-05,1.2560345042493e-164
9.84629715890523e-21,1.1114825274062e-61,0.425080356659986,4.65204208207971e-21,1.8823708838454e-08,2.60376410291013e-08,3.57167468285167e-05,0
1.40066463378304e-20,1.76551002411757e-66,0.00325151043315012,6.6176662293259e-21,1.43985683459305e-10,2.03017837157009e-10,4.49647202090385e-05,0
1.99248649991863e-20,2.15329008666558e-71,2.08649385582149e-05,9.41382419807829e-21,9.23955958440648e-13,1.32761441675031e-12,5.66072289053733e-05,0
2.83437045285811e-20,2.01899433813334e-76,1.12758642236778e-07,1.33914408737643e-20,4.99325790342811e-15,7.30960727306925e-15,7.12642789602238e-05,0
4.03197505446746e-20,1.4569987373831e-81,5.14990415240836e-10,1.90497171927358e-20,2.28051696090067e-17,3.40027880723841e-17,8.97164117362141e-05,0
5.73560270622173e-20,8.1007715478205e-87,1.99403346794447e-12,2.70987811202729e-20,8.8301199588818e-20,1.34060498301545e-19,,
8.15906298010643e-20,3.47338242594473e-92,6.56425024623769e-15,3.85488105033121e-20,2.90682769603406e-22,4.49251754508195e-22,,
1.16065062597747e-19,1.14953309578942e-97,1.84193804947006e-17,5.48368129409542e-20,8.15660027532815e-25,1.2829265132592e-24,,
1.65105953816809e-19,2.93891884315561e-103,4.4158576706736e-20,7.80069738666212e-20,1.95546130896145e-27,3.12934357256052e-27,,
2.34868059135373e-19,5.80870432334905e-109,9.0640983824388e-23,1.10967206981556e-19,4.01382811887037e-30,6.53382742448545e-30,,
3.34106698921483e-19,8.88180240664226e-115,1.59602369747873e-25,1.57854104766861e-19,7.06762495841305e-33,1.16999854400652e-32,,
4.75276573047641e-19,1.05132315594911e-120,2.4150165176905e-28,2.24552091284851e-19,1.06943468586165e-35,1.79999806243314e-35,,
6.7609485717314e-19,9.63936262011822e-127,3.14529081812641e-31,3.19431932257143e-19,1.39281991381296e-38,2.38301525835708e-38,,
9.61764753025496e-19,6.84988713291333e-133,3.5309804737838e-34,4.54401287299059e-19,1.5636137335308e-41,2.71887199783992e-41,,
1.36813855385578e-18,3.77460539173823e-139,3.42139875617253e-37,6.46399151268398e-19,1.51508798271653e-44,2.67696760785418e-44,,
1.94621719776934e-18,1.61372013993688e-145,2.86495430306521e-40,9.1952174089136e-19,1.2686793165442e-47,2.27733421478952e-47,,
2.76855101423623e-18,5.35495269879399e-152,2.07551416980775e-43,1.30804663080506e-18,9.19093856265798e-51,1.67584207733859e-50,,
3.93834497363069e-18,1.37988843663298e-158,1.30219808872728e-46,1.86073467572597e-18,5.76648562751641e-54,1.06786474980922e-53,,
5.60241117160742e-18,2.76230970420426e-165,7.08249018562751e-50,2.64694962083889e-18,3.13631836937832e-57,5.89786882556521e-57,,
7.96959411780947e-18,4.29744068455673e-172,3.34222029265532e-53,3.7653634269623e-18,1.48002561579761e-60,2.8258991677171e-60,,
1.13369812491645e-17,5.19776204219112e-179,1.36955150187021e-56,5.3563398507796e-18,6.0647447727379e-64,1.17559879479156e-63,,
1.61271881533706e-17,4.88926161190059e-186,4.87690328832932e-60,7.61955045072383e-18,2.15962478845477e-67,4.24946969712398e-67,,
2.29413978922636e-17,3.57794930113591e-193,1.51021009935638e-63,1.08390338717353e-17,6.6876191171346e-71,1.33564842398929e-70,,
3.26348109940764e-17,2.03763136270741e-200,4.06950827884166e-67,1.54188434124043e-17,1.80208842296298e-74,3.6527398941439e-74,,
4.64239752791284e-17,9.03332224740963e-208,9.54822446953014e-71,2.19337567341859e-17,4.22821225499259e-78,8.69726156769986e-78,,
6.60394656830802e-17,3.11834182632881e-215,1.95176202328389e-74,3.12014119092366e-17,8.64293055951185e-82,1.80398934192721e-81,,
9.39430757810927e-17,8.38441060523583e-223,3.47765387086198e-78,4.43849230630205e-17,1.53999927026481e-85,3.2614261226963e-85,,
1.33636779097582e-16,1.75633368936237e-230,5.4040386936133e-82,6.31388541339396e-17,2.3930546148874e-89,5.14189524743851e-89,,
1.90102235626079e-16,2.86705131244441e-238,7.32702119862727e-86,8.98168708254059e-17,3.24460332111891e-93,7.07274032963322e-93,,
2.704260027372e-16,3.64805724615142e-246,8.67172974952e-90,1.27767131594669e-16,3.84007666722864e-97,8.49171895116976e-97,,
3.84688916022342e-16,3.61897225305648e-254,8.96261646776646e-94,1.81752489993359e-16,3.96888918005018e-101,8.90287886090324e-101,,
5.47231259614694e-16,2.79963894435566e-262,8.09256534843584e-98,2.5854824481451e-16,3.58360699308827e-105,8.15390619462684e-105,,
7.78452508057424e-16,1.68928948512029e-270,6.3859033266123e-102,3.67792457198832e-16,2.82785085236991e-109,6.5262767308649e-109,,
1.10737151186789e-15,7.95207064421276e-279,4.40552041887595e-106,5.23195551644151e-16,1.95088369404746e-113,4.56652053988261e-113,,
1.57526843655069e-15,2.9208961512812e-287,2.65801349615486e-110,7.44261008898954e-16,1.17704032558534e-117,2.79430141716119e-117,,
2.24086552760162e-15,8.37325563213224e-296,1.40294753868348e-114,1.05873310204296e-15,6.21263146368517e-122,1.49578655501735e-121,,
3.18769690059217e-15,1.87372773295077e-304,6.48011399978094e-119,1.5060788728134e-15,2.86956988862779e-126,7.00661812368466e-126,,
4.53459228359881e-15,-1.0072751928342e-308,2.62003704438515e-123,2.14244134499807e-15,1.16022332476113e-130,2.87287963190645e-130,,
6.45059044812387e-15,-2.94425039406939e-308,9.27548776051682e-128,3.04768561568278e-15,4.10743705756018e-135,1.03137995926171e-134,,
9.17615400174494e-15,-1.43081799898812e-308,2.87598415522744e-132,4.33542212659646e-15,1.27356363364754e-139,3.24286498894825e-139,,
1.30533480525383e-14,-3.25114755198177e-308,7.81209757260207e-137,6.16726506141654e-15,3.45940826999633e-144,8.93223463634594e-144,,
1.85687702438628e-14,1.61068867718292e-308,1.85945960847503e-141,8.77311533389917e-15,8.23419048149456e-149,2.15585431412965e-148,,
2.64146199872697e-14,3.24834649548167e-308,3.87923287122739e-146,1.24800137330596e-14,1.71782932192637e-153,4.56047227080857e-153,,
3.75755712364678e-14,0,0,1.77531853679772e-14,0,0,,
5.34523515548331e-14,0,0,2.52544265936871e-14,0,0,,
