output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.158899024059391,56804.5000582457,3.90399999999968
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,-0,-5.23461240202375e-313
2.894780502167e-28,0,1.04692254117976e-312
4.63123982773747e-28,2.91723338981474e-292,8.87285086503707e-295
7.40932942099265e-28,1.66134903290156e-247,4.83167020550544e-247
1.18538802806088e-27,3.82887761884769e-209,1.06232290085773e-208
1.89645337280983e-27,2.85299308412051e-176,7.66958061651335e-176
3.03405746481612e-27,4.05892708141349e-148,1.07117463420587e-147
4.85406329087193e-27,5.03472269137419e-124,1.31881280445674e-123
7.76581548142113e-27,1.99500651420488e-103,5.23469814557841e-103
1.24242076128033e-26,7.6634591779652e-86,2.02950212465386e-85
1.98769768835393e-26,7.37409847623938e-71,1.98311052586583e-70
3.18003547865385e-26,4.01734334170174e-58,1.10244066377026e-57
5.08760748918098e-26,2.53571685169329e-47,7.12706229783961e-47
8.13945320349928e-26,3.60337579077163e-38,1.04014053452613e-37
1.30219751804438e-25,2.16843665714275e-30,6.44009332302649e-30
2.08333205389267e-25,9.44000664746269e-24,2.88751306365059e-23
3.33303695225498e-25,4.45843628169729e-18,1.40499225765784e-17
5.33238823083433e-25,3.16242091961566e-13,1.02637838854733e-12
8.53106780742502e-25,4.43541451488312e-09,1.48124827988913e-08
1.36485032192595e-24,1.55508582842e-05,5.336316832383e-05
2.18356768849036e-24,0.0166590718809079,0.0586300385149829
3.49339980628135e-24,6.47584775446419,23.3214907391039
5.58894614114933e-24,1058.37180960582,3889.83628655121
8.94152421732638e-24,82493.0975146791,308484.663539528
1.43051754856583e-23,3415794.15265729,12953110.7933748
2.28862597362253e-23,82408671.8729333,315734880.948362
3.66147821981691e-23,1253748351.51837,4833751418.30921
5.85784785662176e-23,12871593217.6781,49720785025.5428
9.37172897154197e-23,94508025815.4665,364043595532.748
1.49934423129061e-22,521640112566.944,1993455478798.22
2.39873894212133e-22,2259142931932.11,8517391648667.42
3.83764341261142e-22,7965257693707.75,29447449111789.5
6.13968727640513e-22,23601836771238.3,84994780713082.3
9.82263222481112e-22,60407770046688.4,210371405354362
