output1,output2,output3,output4,output5,output6
d_lock/d_0,surfaceShellWidth [nm],time [s],,,
0.877142095813331,86.4865851438324,1.52e-05,,,
particle size,particle number concentration in droplet core at breakup,particle number concentration in droplet surface shell at breakup,particle size gas phase,particle number concentration after breakup,particle number concentration final
[m³],[#/m³],[#/m³],[m³],[#/m³],[#/m³]
4.30157196930021e-19,0,5.21354714793078e-124,2.93852241524212e-19,0,5.50245596103055e-292
4.79509267002688e-19,0,8.46862458075367e-127,3.27566001326939e-19,0,4.18386972989929e-296
5.34523515548343e-19,0,1.31328772208446e-129,3.65147751362243e-19,0,3.14819845706389e-300
5.95849566078475e-19,0,1.94462954281967e-132,4.07041267362251e-19,0,2.34814122730595e-304
6.64211573613728e-19,0,2.74982391053906e-135,4.53741239587979e-19,0,1.73746403138355e-308
7.40416775707312e-19,0,3.71384179267166e-138,5.05799114269192e-19,0,2.52765911953175e-312
8.2536502453001e-19,0,4.79126771955914e-141,5.63829605234493e-19,0,1.92123265244772e-312
9.20059412574297e-19,0,5.90530804697659e-144,6.28517952622771e-19,0,-1.8014801924383e-312
1.02561811744881e-18,0,6.95432337977877e-147,7.006280143889e-19,0,-1.38941640400622e-312
1.14328760562982e-18,0,7.82602331767535e-150,7.81011286150409e-19,0,-1.58965769004301e-312
1.27445735108321e-18,0,8.41692929350183e-153,8.70616955884002e-19,0,-1.08884692274342e-312
1.42067624255863e-18,0,8.65253804682691e-156,9.70503112200549e-19,0,-1.52473655123509e-313
1.58367087329762e-18,0,8.50276845330046e-159,1.08184923854899e-18,0,-1.30473894190812e-313
1.76536592912565e-18,0,7.98826748754847e-162,1.20597014088419e-18,0,4.78494967410039e-315
1.96790691567639e-18,0,7.17575194902691e-165,1.34433147326042e-18,0,4.09629826966978e-319
2.19368549311758e-18,0,6.16383133261553e-168,1.49856704468115e-18,7201241129.99093,7187352110.97181
2.44536771753785e-18,0,5.06345934738321e-171,1.67049811156906e-18,2798758870.00907,2807428626.48203
2.72592552247677e-18,0,3.97832941729918e-174,1.86215488366726e-18,0,5211633.4037595
3.03867181234074e-18,0,2.9898777598873e-177,2.07580049731919e-18,0,4671.29161108198
3.38729958209737e-18,0,2.14954600715822e-180,2.31395773921055e-18,0,2.69219334356022
3.77592552518483e-18,0,1.47849870053248e-183,2.57943883613449e-18,0,0.00112210205027738
4.20913864457014e-18,0,9.73005435823415e-187,2.87537866254586e-18,0,545.131864023864
4.69205444096956e-18,0,6.1272826844295e-190,3.20527175802859e-18,0,887.979096927667
5.23037531810037e-18,0,3.69246281390065e-193,3.57301359178873e-18,0,44.457903823191
5.83045791824627e-18,0,2.12959090839043e-196,3.98294656143573e-18,0,0.0314427633559088
6.49938818325319e-18,0,1.17555629716329e-199,4.43991126921823e-18,0,0.000144526088613529
7.2450650272967e-18,0,6.21144055698141e-203,4.94930368119857e-18,0,9.98818556616297e-05
8.07629360945232e-18,0,3.14178512467422e-206,5.51713884431723e-18,0,2.28431478845411e-06
9.00288930745705e-18,0,1.52134818893049e-209,6.15012191373609e-18,0,1.16720794840569e-09
1.00357936204131e-17,0,7.05311073033073e-213,6.85572732917107e-18,0,8.65449791830514e-12
1.11872033690451e-17,0,3.13086163890273e-216,7.64228707515016e-18,0,8.19258682332581e-14
1.24707147191437e-17,0,1.33078696454672e-219,8.51908906739861e-18,0,3.05207286045279e-17
1.39014837288636e-17,0,5.41681936315502e-223,9.49648682712492e-18,0,1.84548218344612e-20
1.54964053156633e-17,0,2.11154467639396e-226,1.0586021738272e-17,0,5.05434752397361e-24
1.72743127561785e-17,0,7.88323679513539e-230,1.18005593313812e-17,0,1.52800887981114e-27
1.92562000747784e-17,0,2.81893364607e-233,1.31544412033466e-17,0,3.11731187356367e-31
2.14654699468303e-17,0,9.65535148863585e-237,1.46636543669705e-17,0,5.22547080315461e-35
2.39282100439838e-17,0,3.16796686272946e-240,1.63460200300465e-17,0,6.16647661856435e-39
2.66735010846363e-17,0,9.95745235954214e-244,1.82214040331261e-17,0,5.7688429811103e-43
2.97337602271249e-17,0,2.99844504241297e-247,2.03119514308754e-17,0,4.72244048869067e-47
3.31451238605263e-17,0,8.65065171373445e-251,2.26423479870262e-17,0,3.41124253796031e-51
3.69478743131662e-17,0,2.39128056005552e-254,2.52401116707226e-17,0,2.18944241640791e-55
4.11869155175289e-17,0,6.33380646723424e-258,2.81359175963366e-17,0,1.25614587642423e-59
4.59123032483514e-17,0,1.60758769649304e-261,3.13639602437298e-17,0,6.47709060138466e-64
5.11798361951007e-17,0,3.91005426417922e-265,3.49623572361593e-17,0,3.0182392858358e-68
5.70517148483809e-17,0,9.11404681502589e-269,3.89735994437499e-17,0,1.28120496976014e-72
6.35972759805854e-17,0,2.03601873403578e-272,4.34450527274781e-17,0,5.04157198579114e-77
7.08938113937433e-17,0,4.35928818445759e-276,4.84295172484007e-17,0,1.92198186785058e-81
7.90274806025643e-17,0,8.94609530578455e-280,5.39858509466077e-17,0,7.77555415153449e-86
8.8094328229895e-17,0,1.7597704480909e-283,6.01796645521093e-17,0,3.69440198853072e-90
9.82014181282738e-17,0,3.31820428455837e-287,6.70840963345409e-17,0,2.05052989994264e-94
1.09468097619609e-16,0,5.99783456260137e-291,7.47806757401447e-17,0,1.1914956422349e-98
1.22027406781473e-16,0,1.03932029593319e-294,8.33602861140924e-17,0,6.57843160550419e-103
1.36027649421246e-16,0,1.72658055131293e-298,9.29242378762423e-17,0,3.27490098592334e-107
1.51634144288632e-16,0,2.74991231793742e-302,1.03585464822687e-16,0,1.41754249080441e-111
1.6903117720532e-16,0,4.31229042311051e-306,1.15469857679354e-16,0,5.02226366391204e-116
1.88424177163099e-16,0,-3.28968686982523e-309,1.28717750654628e-16,0,1.17480308388787e-120
2.10042142086399e-16,0,6.1153619201158e-310,1.43485578544618e-16,0,-1.35691260015117e-125
2.34140342903315e-16,0,2.36296736796917e-309,1.59947723958643e-16,0,-3.76257402035274e-129
2.61003337855559e-16,0,-5.10438764222944e-310,1.7829857647746e-16,0,-1.01606692618631e-133
2.90948332641136e-16,0,-3.68874443481685e-309,1.98754828059377e-16,0,4.90276182054722e-137
3.24328926067234e-16,0,-3.09631699287344e-310,2.21558031799016e-16,0,1.18229251992517e-140
3.61539285443058e-16,0,1.99711228860003e-309,2.46977454253282e-16,0,1.72005136114078e-144
4.03018801016781e-16,0,-2.22118390375732e-309,2.75313255015579e-16,0,2.09851130378764e-148
4.49257274417515e-16,0,-1.6139215978952e-309,3.0690003108357e-16,0,2.80519217497947e-152
5.00800702368845e-16,0,-7.40516165628944e-310,3.42110767873367e-16,0,4.37021355810378e-156
5.58257723969647e-16,0,-7.36080119526173e-310,3.8136124353482e-16,0,6.63962130452072e-160
6.22306807673435e-16,0,4.05698452607119e-311,4.25114938575269e-16,0,8.90228944909946e-164
6.93704262832122e-16,0,8.22989167749465e-316,4.73888508765976e-16,0,1.02033246937823e-167
7.73293170406691e-16,0,9.1550364174383e-321,5.28257885956834e-16,0,9.97971268888253e-172
8.62013338301115e-16,0,0,5.88865078839445e-16,0,8.2568068052686e-176
9.60912398874852e-16,0,0,6.5642575396389e-16,0,5.36400226276622e-180
1.07115817967643e-15,0,0,7.31737686527929e-16,0,1.87134145909998e-184
1.19405249347516e-15,0,0,8.15690180727888e-16,0,-1.2344364447666e-188
1.33104651042756e-15,0,0,9.09274570909365e-16,0,-2.95376722289533e-192
1.48375789389719e-15,0,0,1.01359592751825e-15,0,-2.92491390147795e-196
1.6539899022725e-15,0,0,1.12988610607915e-15,0,-1.91735438377758e-200
1.84375268234221e-15,0,0,1.25951829328727e-15,0,-2.13391251481535e-204
2.0552870056664e-15,0,0,1.40402322197787e-15,0,-7.20288186782996e-208
2.29109072822877e-15,0,0,1.56510724644434e-15,0,-1.89870308933214e-211
2.55394828581319e-15,0,0,1.74467249154316e-15,0,-3.39915891575662e-215
2.84696357339403e-15,0,0,1.94483931351197e-15,0,-4.58589884127083e-219
3.17359659678928e-15,0,0,2.16797133772436e-15,0,-4.91541110069511e-223
3.53770432936919e-15,0,0,2.4167033690341e-15,0,-4.35688840935209e-227
3.94358625626815e-15,0,0,2.69397250428194e-15,0,-3.51397136123702e-231
4.39603514389798e-15,0,0,3.00305281435006e-15,0,-3.48080140138756e-235
4.90039363426367e-15,0,0,3.34759400529946e-15,0,-5.07253103766342e-239
5.46261733236253e-15,0,0,3.73166451511185e-15,0,-7.86378904804651e-243
6.08934513162049e-15,0,0,4.15979955493416e-15,0,-1.04968215806204e-246
6.78797760778776e-15,0,0,4.63705466211015e-15,0,-1.1545752106916e-250
7.5667644069907e-15,0,0,5.16906539736813e-15,0,-1.0597484821856e-254
8.4349016598423e-15,0,0,5.76211389108568e-15,0,-8.68238700744506e-259
9.40264057190406e-15,0,0,6.42320302442829e-15,0,-7.97819256019808e-263
1.04814084727657e-14,0,0,7.16013912131318e-15,0,-1.02531937481753e-266
1.16839437531235e-14,0,0,7.98162412764817e-15,0,-1.49735660792235e-270
1.30244462832325e-14,0,0,8.8973583663234e-15,0,-1.97714205715031e-274
1.45187450889138e-14,0,0,9.91815508131563e-15,0,-2.19311617623179e-278
1.61844852650845e-14,0,0,1.10560681234733e-14,0,-2.04960392428853e-282
1.80413363339333e-14,0,0,1.23245342857322e-14,0,-1.72693118247816e-286
2.01112245080969e-14,0,0,1.37385319684942e-14,0,-1.62818137560942e-290
2.24185916014626e-14,0,0,1.53147580487358e-14,0,-2.05495347619413e-294
2.4990683644888e-14,0,0,1.70718250413638e-14,0,-2.88671364740994e-298
2.78578726148939e-14,0,0,1.90304808809563e-14,0,-3.71610928877793e-302
3.10540150743896e-14,0,0,2.12138539191303e-14,0,-4.07499821124775e-306
3.46168519603624e-14,0,0,2.36477260305356e-14,0,-3.76129616642416e-310
3.85884542393332e-14,0,0,2.6360837052384e-14,0,5.10837383732652e-312
4.30157196930025e-14,0,0,2.93852241524215e-14,0,3.72576875957518e-313
4.79509267002693e-14,0,0,3.27566001326943e-14,0,0
5.34523515548348e-14,0,0,3.65147751362246e-14,0,0
