output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.457452873652112,47518.6176594441,3.16699999999976
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,-6.91691904177745e-323,0
2.894780502167e-28,-8.89318162514244e-323,0
4.63123982773747e-28,-1.33397724377137e-322,-5.55584892225794e-314
7.40932942099265e-28,2.12448227711736e-322,5.55584892225794e-314
1.18538802806088e-27,3.45845952088873e-322,2.22233956900199e-313
1.89645337280983e-27,3.66559871706693e-276,2.424299724806e-271
3.03405746481612e-27,1.8106895313298e-233,2.32859429540587e-229
4.85406329087193e-27,6.12165895416983e-197,1.9675172530554e-193
7.76581548142113e-27,1.04607862600925e-165,1.0414259669925e-162
1.24242076128033e-26,4.99465790644103e-139,1.85020742226008e-136
1.98769768835393e-26,2.8765008180456e-116,4.63604226694576e-114
3.18003547865385e-26,7.00584526555732e-97,5.61164589990069e-95
5.08760748918098e-26,2.14975445082833e-80,9.57981443149686e-79
8.13945320349928e-26,2.22679772064294e-66,6.07249255016394e-65
1.30219751804438e-25,1.92773248830326e-54,3.48542249581593e-53
2.08333205389267e-25,3.01373417297754e-44,3.86359582442534e-43
3.33303695225498e-25,1.56003440775012e-35,1.49980511919406e-34
5.33238823083433e-25,4.39560997883118e-28,3.3203741747785e-27
8.53106780742502e-25,1.02811167255982e-21,6.34298811463401e-21
1.36485032192595e-24,2.86158226846277e-16,1.48898335385247e-15
2.18356768849036e-24,1.28990018643598e-11,5.81323219251662e-11
3.49339980628135e-24,1.22592351457468e-07,4.89166353287102e-07
5.58894614114933e-24,0.000307882627189034,0.00110765314426102
8.94152421732638e-24,0.247868431119501,0.816158659188004
1.43051754856583e-23,75.4655521543817,230.243426403013
2.28862597362253e-23,10008.6277284371,28580.6801556761
3.66147821981691e-23,652587.515497308,1758501.51100521
5.85784785662176e-23,23200862.9464761,59381497.6264732
9.37172897154197e-23,491428066.289195,1200803763.6646
1.49934423129061e-22,6690638749.30867,15668445901.4485
2.39873894212133e-22,62484219005.0385,140628225853.956
3.83764341261142e-22,423240857033.794,917044790012.779
6.13968727640513e-22,2181271689391.08,4553665513058.26
9.82263222481112e-22,8912690290190.48,17925361272823
1.57148238143475e-21,29913982415238.9,57906219658661.3
2.51414979064568e-21,85031367315638.7,158138782021449
4.02228446496024e-21,210169750203358,374535294032577
6.43508687400263e-21,462019824638349,786241282836382
1.02952298467956e-20,920649210864158,1.48994747086451e+15
1.64709132407445e-20,1.68827512783502e+15,2.58654658088844e+15
2.63511341680799e-20,2.87943378847499e+15,4.1576075365334e+15
4.21580917703118e-20,4.58965601914892e+15,6.22445909249583e+15
6.74469907206858e-20,6.8178661928767e+15,8.67916895663158e+15
1.07905656215678e-19,9.3167589377488e+15,1.11874258040553e+16
1.72633804991466e-19,1.14045339754484e+16,1.31135677976294e+16
2.76189698214369e-19,1.19653139206972e+16,1.36211787192132e+16
4.41864496953624e-19,1.00813039910018e+16,1.21452043959428e+16
7.06920768335599e-19,6.25196863625264e+15,9.07167386616103e+15
1.13097335529232e-18,2.56998495532963e+15,5.74205517976972e+15
1.80939758410654e-18,627041659119824,3.31781616365056e+15
2.89478050216699e-18,82500053817633.1,1.93506463257914e+15
4.63123982773746e-18,5546108576153.54,1.18731472302651e+15
7.40932942099263e-18,192724688456.624,756642796962242
1.18538802806088e-17,3690756216.43812,492693391861247
1.89645337280982e-17,41560959.1733723,325032816936708
3.03405746481612e-17,286140.760557521,216306797933202
4.85406329087192e-17,1233.10947431253,144867743316316
7.76581548142111e-17,3.38643099036617,97502709938225.7
1.24242076128033e-16,0.00601637260915735,65886103836300.1
1.98769768835393e-16,7.00422762676428e-06,44661661638955.7
3.18003547865384e-16,5.40281220923161e-09,30334394897130.9
5.08760748918097e-16,2.78780881510264e-12,20605285760187.6
8.13945320349926e-16,9.70260791129892e-16,13962790355876.4
1.30219751804438e-15,2.2941755165591e-19,9422729178759.26
2.08333205389266e-15,3.70857265405974e-23,6348186493405.62
3.33303695225497e-15,4.12110767741472e-27,4314405002719.05
5.33238823083432e-15,3.1632738919107e-31,3013387357600.71
8.531067807425e-15,1.68425696801682e-35,2203696001030.47
1.36485032192594e-14,6.24368491802281e-40,1697431314501.92
2.18356768849036e-14,1.61679971950199e-44,1360433283643.51
3.49339980628134e-14,2.93298968546302e-49,1106723933573.31
5.58894614114931e-14,3.73695045015224e-54,886343966441.99
8.94152421732636e-14,3.35170712748288e-59,674854923928.884
1.43051754856583e-13,2.1205010818096e-64,468660959264.62
2.28862597362253e-13,9.48031788539385e-70,282233799112.056
3.66147821981691e-13,3.00003366820335e-75,138794318661.201
5.85784785662174e-13,6.72952046994305e-81,52154170843.4481
9.37172897154195e-13,1.07144751074179e-86,14036969716.7079
1.49934423129061e-12,1.21228961422689e-92,2574061552.20434
2.39873894212133e-12,9.75805093177024e-99,314808517.564811
3.83764341261142e-12,5.59334872928459e-105,26008449.3841622
6.13968727640512e-12,2.2852154796939e-111,1503412.24399345
9.8226322248111e-12,6.66025622221199e-118,63048.5306079432
1.57148238143475e-11,1.38578808162627e-124,1969.68293807536
2.51414979064568e-11,2.05993332640027e-131,46.6895427844433
4.02228446496023e-11,2.1890007406762e-138,0.851649304883793
6.43508687400262e-11,1.66395298999728e-145,0.0120938839231867
1.02952298467956e-10,9.05288036939022e-153,0.000135022204726133
1.64709132407444e-10,3.5270801785107e-160,1.19515503429225e-06
2.63511341680799e-10,9.84565518917319e-168,8.44790805496545e-09
4.21580917703117e-10,1.97006101959322e-175,4.79812096923759e-11
6.74469907206856e-10,2.8269223366537e-183,2.20148010738046e-13
1.07905656215678e-09,2.91024823280731e-191,8.19773649537367e-16
1.72633804991466e-09,2.15031178777654e-199,2.48747781398644e-18
2.76189698214368e-09,1.14075542445616e-207,6.17215124886764e-21
4.41864496953623e-09,4.34670264602116e-216,1.25620484745519e-23
7.06920768335598e-09,0,0
1.13097335529232e-08,0,0
