output1,output2,output3
5.33238823083432e-15,1.00719133077511e-43,2438165089203.86
8.531067807425e-15,2.00819035323839e-48,2011056116160.91
1.36485032192594e-14,2.81038850762791e-53,1703583327192.11
2.18356768849036e-14,2.76705112823487e-58,1458915236963.51
3.49339980628134e-14,1.92073008864554e-63,1241200884019.04
5.58894614114931e-14,9.41728541615022e-69,1027135410455.2
8.94152421732636e-14,3.2668020181089e-74,804354181529.768
1.43051754856583e-13,8.02992470269582e-80,574655079366.023
2.28862597362253e-13,1.40049452433149e-85,357058747106.909
3.66147821981691e-13,1.73526684560746e-91,181810434162.311
5.85784785662174e-13,1.52915167890442e-97,70861545490.068
9.37172897154195e-13,9.59347113107876e-104,19727088571.5016
1.49934423129061e-12,4.28889591676361e-110,3705452332.22104
2.39873894212133e-12,1.3675085248698e-116,456245283.926058
3.83764341261142e-12,3.11221947044852e-123,37141009.2726799
6.13968727640512e-12,5.05918783613346e-130,2073989.1392743
9.8226322248111e-12,5.87832328993168e-137,82791.3664450135
1.57148238143475e-11,4.88494065335559e-144,2435.86871525889
2.51414979064568e-11,2.90503262789356e-151,53.9246890076203
4.02228446496023e-11,1.23698647462165e-158,0.912284862647588
6.43508687400262e-11,3.77331175851153e-166,0.0119459984707387
1.02952298467956e-10,8.24959348692459e-174,0.000122392963221024
1.64709132407444e-10,1.29327505872588e-181,9.90247697227094e-07
2.63511341680799e-10,1.45439803856596e-189,6.37717653160404e-09
4.21580917703117e-10,1.17377658397585e-197,3.29136558129405e-11
6.74469907206856e-10,6.80086393057653e-206,1.36945566761531e-13
1.07905656215678e-09,2.82994296196871e-214,4.61701090553412e-16
1.72633804991466e-09,8.46013937964035e-223,1.26688833292901e-18
2.76189698214368e-09,1.81763919554579e-231,2.84022680262569e-21
4.41864496953623e-09,2.80741010500782e-240,5.21991178159484e-24
7.06920768335598e-09,0,0
1.13097335529232e-08,0,0
