output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.18754057631361,46689.3660133118,2.19799999999987
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
3.21555098064305e-25,0,0
3.21555098064305e-25,0,0
5.00683283583417e-25,6.39569053899214e-35,1.46624053775295e-34
7.79598121656092e-25,3.63817086542076e-28,8.74198320859345e-28
1.21388760363606e-24,3.26796424180918e-22,8.22159355298347e-22
1.89010603454392e-24,5.71025369374134e-17,1.50194328216132e-16
2.94302438802271e-24,2.32325611136164e-12,6.37700900398445e-12
4.58249028900984e-24,2.56967029779916e-08,7.34455776806163e-08
7.13525084410802e-24,8.82943172199566e-05,0.00026211289620115
1.1110073649353e-23,0.105711833377699,0.325016775522203
1.72991446538945e-23,48.6767756022192,154.509753625072
2.69359515698436e-23,9383.20301684565,30643.148368665
4.19411191413801e-23,814422.07986691,2726150.50641825
6.53051914750549e-23,33914235.5303299,115889562.589597
1.01684650312201e-22,719632736.524944,2499489749.5092
1.58329956249559e-22,8372530960.24168,29421101278.3451
2.46530572402229e-22,59682596816.6349,211132328341.735
3.83864965093363e-22,300578351731.584,1064783516956.8
5.9770400883877e-22,1194767584619.3,4214148010434.45
9.30666027557493e-22,3952435093293.25,13796136069043.1
1.44911066688744e-21,11202332041823.2,38442398177969.1
2.25636443440204e-21,27833544790398.1,93240860670994.8
3.51331377041744e-21,61809741644774.5,200601718482086
5.47046986790319e-21,124750074582278,389098766148536
8.51789579046938e-21,232110144130298,689956691669971
1.32629464103247e-20,402631991409323,1.1311870635605e+15
2.06513148094585e-20,656090903515132,1.72901642666546e+15
3.21555098064306e-20,1.00706047807124e+15,2.47540464336998e+15
5.00683283583419e-20,1.45087234141552e+15,3.32044130177023e+15
7.79598121656094e-20,1.93861748038492e+15,4.15194389290069e+15
1.21388760363606e-19,2.3478512367988e+15,4.78557378509238e+15
1.89010603454393e-19,2.48363659342125e+15,4.9971201936406e+15
2.94302438802271e-19,2.17435938689722e+15,4.63191095415028e+15
4.58249028900985e-19,1.4657556846234e+15,3.75821581524844e+15
7.13525084410804e-19,696377089496224,2.6963519822254e+15
1.1110073649353e-18,211363992977340,1.79492760886243e+15
1.72991446538946e-18,37227716344463.3,1.18261530085203e+15
2.69359515698436e-18,3524051661908.39,797546938094011
4.19411191413802e-18,173450109824.807,549917872349875
6.5305191475055e-18,4576957783.84684,384544778358302
1.01684650312201e-17,69749249.5367697,271353459288659
1.5832995624956e-17,653065.406162158,192679168825858
2.4653057240223e-17,3879.63186221033,137425524157029
3.83864965093364e-17,14.9053698635006,98316091872050.1
5.97704008838771e-17,0.0375987790528117,70441073248192.3
9.30666027557496e-17,6.30777762250831e-05,50434274064193.6
1.44911066688744e-16,7.11672649128692e-08,35983390817023
2.25636443440204e-16,5.45229439293074e-11,25518433566236.3
3.51331377041745e-16,2.86041970305741e-14,17986279782002.6
5.47046986790321e-16,1.03521176911157e-17,12665545213885.5
8.5178957904694e-16,2.60124329544277e-21,9018818276217.28
1.32629464103247e-15,4.56402694156423e-25,6601871807564.64
2.06513148094585e-15,5.6195218265845e-29,5036273080216.13
3.21555098064307e-15,4.87693779006762e-33,4019589306718.31
5.0068328358342e-15,2.99489895033671e-37,3334810445624.13
7.79598121656096e-15,1.30587346151335e-41,2840486170695.96
1.21388760363606e-14,4.05538576912022e-46,2448408830283.43
1.89010603454393e-14,8.99407434586506e-51,2102513175687.24
2.94302438802272e-14,1.42799481689962e-55,1766084791585.76
4.58249028900986e-14,1.62660858244818e-60,1418019081555.73
7.13525084410805e-14,1.33188898114051e-65,1056014946164.33
1.1110073649353e-13,7.85304125184871e-71,701427106486.688
1.72991446538946e-13,3.33944016784466e-76,395608918033.981
2.69359515698437e-13,1.02562917977247e-81,178729182871.567
4.19411191413803e-13,2.27795381522302e-87,60703899606.1499
6.53051914750552e-13,3.66305269104053e-93,14589541999.5679
1.01684650312201e-12,4.26919488060673e-99,2370587960.51097
1.5832995624956e-12,3.60972815208734e-105,255907945.854918
2.4653057240223e-12,2.21622952935315e-111,18672196.1358484
3.83864965093365e-12,9.88829960360855e-118,959139.282317066
5.97704008838773e-12,3.20865068263912e-124,36125.2800384956
9.30666027557498e-12,7.5773954769374e-131,1025.75972296033
1.44911066688745e-11,1.30315184618795e-137,22.353614821192
2.25636443440205e-11,1.63308562770082e-144,0.378885822963483
3.51331377041745e-11,1.49212619157977e-151,0.00505042842133127
5.47046986790322e-11,9.94518590069064e-159,5.34459949278287e-05
8.51789579046943e-11,4.83776704041623e-166,4.52702787158276e-07
1.32629464103247e-10,1.71831533101435e-173,3.09094611773083e-09
2.06513148094586e-10,0,0
3.21555098064308e-10,0,0
