output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.307262569832331,62655.2619703326,3.62699999999971
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,-7.90505033345994e-323,0
2.894780502167e-28,-1.08694442085074e-322,-1.05103806150322e-313
4.63123982773747e-28,1.72922976044436e-322,1.05103806150322e-313
7.40932942099265e-28,2.81617418129511e-322,2.10207612305585e-313
1.18538802806088e-27,7.40883118725061e-312,1.48998308715864e-308
1.89645337280983e-27,4.50773436458692e-264,3.18735509264423e-260
3.03405746481612e-27,3.63770148510817e-223,7.16168243661727e-220
4.85406329087193e-27,3.64449172132151e-188,2.43761798121703e-185
7.76581548142113e-27,3.07116366406209e-158,8.27091517168165e-156
1.24242076128033e-26,1.11798938510946e-132,1.40106677613786e-130
1.98769768835393e-26,7.12608029464799e-111,4.69912765010481e-109
3.18003547865385e-26,2.64208546715276e-92,1.01723287802386e-90
5.08760748918098e-26,1.62101821442782e-76,3.97763001384879e-75
8.13945320349928e-26,4.23903966406748e-63,7.13516088691666e-62
1.30219751804438e-25,1.13093221310277e-51,1.38859000892476e-50
2.08333205389267e-25,6.46210730080334e-42,6.09210471371737e-41
3.33303695225498e-25,1.41460194698827e-33,1.06853144389913e-32
5.33238823083433e-25,1.90954011839421e-26,1.19729593280512e-25
8.53106780742502e-25,2.3806380301387e-20,1.27591238549137e-19
1.36485032192595e-24,3.86925908161853e-15,1.81618358200382e-14
2.18356768849036e-24,1.10111896782329e-10,4.61850960702886e-10
3.49339980628135e-24,7.06285880204812e-07,2.69153574274856e-06
5.58894614114933e-24,0.00126744574983532,0.00444889040963446
8.94152421732638e-24,0.765586935431137,2.50327084831554
1.43051754856583e-23,182.342430462818,560.509354997967
2.28862597362253e-23,19606.301711161,57081.9569101003
3.66147821981691e-23,1068610.63177949,2964140.89298834
5.85784785662176e-23,32599351.4117823,86548370.99039
9.37172897154197e-23,605926070.715575,1544994011.75036
1.49934423129061e-22,7379352078.14725,18113899458.3934
2.39873894212133e-22,62669788483.4442,148302307525.405
3.83764341261142e-22,391511678575.411,893605919814.222
6.13968727640513e-22,1883668771384.47,4145302207758.58
9.82263222481112e-22,7260641318874.32,15386774188492.8
1.57148238143475e-21,23196384440374.6,47241003797592.5
2.51414979064568e-21,63252492783732.3,123436196152546
4.02228446496024e-21,150981100545905,281275282538813
6.43508687400263e-21,322351566688770,570717175627459
1.02952298467956e-20,626749791984790,1.0491397356579e+15
1.64709132407445e-20,1.12532097684693e+15,1.77139732907762e+15
