output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.379929343819369,56372.485971428,3.42699999999973
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,-7.4109846876187e-323,0
2.894780502167e-28,-9.38724727098368e-323,0
4.63123982773747e-28,-1.43279037293961e-322,-7.15210119277715e-314
7.40932942099265e-28,2.95189327642499e-70,4.10585911745361e-63
1.18538802806088e-27,1.9246752200303e-61,2.26822996622429e-55
1.89645337280983e-27,-6.80557460054266e-56,-9.85899396516914e-51
3.03405746481612e-27,5.11824479462388e-73,1.2536012378977e-68
4.85406329087193e-27,7.58884789509708e-69,4.12901815670469e-65
7.76581548142113e-27,-5.78489580302833e-94,-8.83521654465152e-91
1.24242076128033e-26,-4.01681346897083e-91,-2.10222160571859e-88
1.98769768835393e-26,1.76642724734125e-116,3.7654769833731e-114
3.18003547865385e-26,1.25194386089964e-97,1.26526837387014e-95
5.08760748918098e-26,4.71931389271942e-81,2.53967242942222e-79
8.13945320349928e-26,5.82878020418119e-67,1.85321748126482e-65
1.30219751804438e-25,5.86502856386726e-55,1.20221183665104e-53
2.08333205389267e-25,1.04275086595698e-44,1.48228986676468e-43
3.33303695225498e-25,6.0250591189881e-36,6.31120697581953e-35
5.33238823083433e-25,1.86496818647027e-28,1.5138167455058e-27
8.53106780742502e-25,4.7271065010927e-22,3.09970034373617e-21
1.36485032192595e-24,1.40928959606701e-16,7.72621818707941e-16
2.18356768849036e-24,6.73688275426989e-12,3.17667346662134e-11
3.49339980628135e-24,6.73243950064016e-08,2.79493625774565e-07
5.58894614114933e-24,0.000176495682072889,0.000657605821674694
8.94152421732638e-24,0.147401518995004,0.500754285417522
1.43051754856583e-23,46.3068411802879,145.304564615897
2.28862597362253e-23,6308.19706052618,18477.0579674752
3.66147821981691e-23,420831.790421256,1160471.82375008
5.85784785662176e-23,15256753.676237,39878896.4362832
9.37172897154197e-23,328597342.523649,818482671.560169
1.49934423129061e-22,4537888496.95072,10814483058.4986
2.39873894212133e-22,42896987857.3644,98089150827.4652
3.83764341261142e-22,293583674295.52,645273092340.052
6.13968727640513e-22,1526405596509.04,3227356309438.75
9.82263222481112e-22,6283574298275.07,12778854501725.8
1.57148238143475e-21,21223239334963.4,41472186619562.8
2.51414979064568e-21,60649352290714.1,113658120147371
4.02228446496024e-21,150576273184139,269869027679517
6.43508687400263e-21,332254578030218,567445188857549
1.02952298467956e-20,664153643228997,1.07622038180948e+15
1.64709132407445e-20,1.2211910415237e+15,1.8686344560447e+15
2.63511341680799e-20,2.08781346183864e+15,3.00271621177504e+15
